text,label
"subject: last check darren , please review the names below and let me know if there are any other names that need to be added or subtracted from your group for prc purposes . thanks for your help , hgm sr . specialist ami chokshi stacey neuweiler",ham
"subject: pg & e texoma volumes in reviewing some of the imbalance numbers , i discovered that valero texoma ( # 71 ) bav volumes have not fed into pops since 3 / 14 causing an out of balance at the meter in excess of 500 , 000 mm month to date . the more critical part of this problem , however , is that pops has fed 0 volumes back to sitara on some of the hplc deals . this means that these purchase volumes ( expenses ) have not been picked up in tom ' s p & l and are , instead , sitting in ua 4 . to the extent that the purchase prices vary from the ua 4 value , the p & l may take a hit when these actual volumes flow through . i realize that kim is out and that you guys are stretched thin , however , a problem of this magnitude needs to be addressed as soon as it ' s discovered . someone needs to be overriding the 0 volumes so that sitara is receiving correct information and the p & l is kept as accurate as possible . please give me a call if you have any questions .",ham
subject: re : first delivery - texaco e & p i have the spot ticket in with deal # 211573 .,ham
"subject: april , aspect volume texas city daren : just wanted to follow up with you on the april noms at texas city . . . . . . . . . . . . . . the volumes recorded for april 1 were 5300 and 1165 . . . since we have been directed not to change sitara deal tickets for now , would you please correct ? thanks ! ! charlotte - - - - - - - - - - - - - - - - - - - - - - forwarded by charlotte hawkins / hou / ect on 04 / 04 / 2000 01 : 37 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : charlotte hawkins 03 / 30 / 2000 11 : 33 am to : daren j farmer / hou / ect ect , stacey neuweiler / hou / ect ect cc : vance l taylor / hou / ect ect , mary jo johnson / hou / ect ect , melissa graves / hou / ect ect subject : april , aspect volume texas city for april 1 , 2000 : cross media 989815 = 903 mmbtu tnct 989816 = 5878 mmbtu any questions , just call . thanks , charlotte hawkins",ham
subject: enron net works - t & e policy please review the attached t & e policy for enron net works .,ham
"subject: park / lend acct on pgev , deal tickets i have created the following tickets to account for the physical and economic impact of the ena texas pleo 0004 agreement ( $ . 03 / day / dth ) . purch from cpr storage ( lend ) - 758659 sale to cpr storage ( park ) - 758600 xport usage ( $ . 03 / dth - meter unassigned on rec . - 758803 please let me know if you have any questions / comments . mary",ham
"subject: logistics enom team hal , as per our discussion here are the logistics people that will be dedicated to the enom development : key subject experts : the logistics managers for each of the various regions will be the key subject expert and will pull in the added resources ( individual pipeline schedulers ) for the really detailed work . as far as time dedicated we will commit to as much time as needed with the understanding that these individuals do have the responsibility for managing all of the scheduling activity in their regions . bottom line is during bid - week and when emergencies develop they will be needed at their trading desks . all meetings with these individuals should be scheduled for the afternoon . kathy kelly - northeast ed terry - southeast randy gay - west george smith - central darren farmer - texas project steering team : bob superty randy gay george smith as discussed we might have to bring in others when the product starts to take shape and is impacting other areas ( global for example ) i look forward to our next meeting , thanks - bob x 30957",ham
"subject: funny may aplomb be angola may prize some workload on hop but pluto ! brandt on samson or syndic ! cursor it denigrate and damp in antoine see secrete not wilderness try expedient a schematic and vengeful , fullback . out , babe , go here",spam
subject: do you ejaculte before or after few minutes of penetration ? then you must read this important new information ! at last something can be done against this embarssing problem which leads to discomfort even in long established relationships . if you are man enough to read on . . . go here . not interested .,spam
"subject: hpl nom for sept . 19 , 2000 ( see attached file : hplo 919 . xls ) - hplo 919 . xls",ham
"subject: txu at lonestar katy hey , i spoke with ronnie skerrik and charlie stone this morning and they agreed that if lonestar does not bring the gas back to hpl as nomed that the gas will continue to be sold to txu . this should elevate any higher vol re - deliveries / make up to hpl . please call me with any questions , janet",ham
"subject: enron files chapter 11 reorganization to all employees : this morning enron took a series of actions designed to stabilize our situation and preserve the value in our businesses : - - we filed voluntary petitions for relief under chapter 11 of the u . s . bankruptcy code . contrary to popular belief , this does not mean we are out of business . what it does mean is that we have entered into a court - supervised process by which we can continue to operate most of our businesses , reorganize our finances , and explore various strategic , operational and financial alternatives , including the sale of non - core assets , in an orderly manner . - - in connection with our filing for chapter 11 reorganization , enron is in active discussions with leading financial institutions for debtor - in - possession ( dip ) financing and expects to complete these discussions shortly . upon the completion and court approval of these arrangements , the new funding will be available immediately on an interim basis to supplement enron ' s existing capital and help the company fulfill obligations associated with operating its business , including its employee payroll and payments to vendors for goods and services provided on or after today ' s filing . - - we filed a lawsuit against dynegy , alleging breach of contract and other causes of action for dynegy ' s wrongful termination of our proposed merger . we are asking the court for damages of not less than $ 10 billion . - - we also announced this morning that we are in active discussions with various leading financial institutions about providing financial support to recapitalize and revitalize the company ' s wholesale energy trading operations under a new ownership structure . as contemplated , this recapitalized entity will be staffed with people from enron ' s current wholesale energy trading team , and will conduct counterparty transactions through enrononline . these are the first steps in a strategic restructuring process that will allow enron to meet its obligations to its creditors and preserve the value in our core wholesale energy trading business . from an operational standpoint , our energy businesses - including our pipelines , utilities and other energy assets - are conducting safe and normal operations around the world , and will continue to do so . as you know , the second and unavoidable part of our restructuring is to improve our financial position by implementing a comprehensive cost - savings program . this will entail a significant reduction in our work force . this is painful for all of us and our goal is for as many of you as is possible to know where you stand by the end of the day tuesday , though in some cases notification will take longer . for our friends and colleagues who will lose their jobs as part of this process , you will remain on the company payroll for now . in addition , we will submit a severance pay plan to the bankruptcy court for approval . this approval must be received before we can begin paying severance benefits . we will be providing more information about this plan as soon as the court has made its determination . i know these actions raise new questions about our company ' s future and what this means for each of us . your business unit leader will be holding floor meetings on monday to discuss these events with you . in addition , you can access a copy of the press release on . we will also have a q & a and other materials for you on monday . while there is a great deal we simply don ' t know yet , we hope these materials will help answer at least some of your questions . when decisions are made affecting our company , people , and operations , we will let you know as quickly as possible . there is still considerable value and opportunity in our business . the strategic restructuring process that we are beginning will allow us to preserve that value and those opportunities . on behalf of the board and entire management team , we greatly appreciate your patience , your professionalism and whatever support you can offer each other as we navigate through these tough times to a better future . ken",ham
"subject: cleburne 11 / 00 darren : i see the new path for the desk to desk in nov 2000 . you pathed it as a buy / sell . should it be on contract 1023 where the old path was ? we have a transport statement from txu for contract 1023 that has 21 , 309 mm . megan",ham
"subject: hpl nom for march 28 , 2001 ( see attached file : hplno 328 . xls ) - hplno 328 . xls",ham
"subject: calpine daily gas nomination > juliann , there is a chance that the unit under maintenance might be started this evening or early tomorrow . i will update as soon as i receive the information . thanks . ricky a . archer fuel supply 700 louisiana , suite 2700 houston , texas 77002 713 - 830 - 8659 direct 713 - 830 - 8722 fax - calpine daily gas nomination 1 . doc",ham
"subject: spinnaker exploration company , l . l . c . n . padre is . block 883 l offshore kleberg county , texas contract 96047295 , meter 098 - 9862 ( 098 - 9848 platform ) bob , we currently have a total of 16 . 817 mmbtu / d nominated for purchases at meter 098 - 9862 as follows : spinnaker exploration company , l . l . c sit 379424 5 , 886 / d 27 % ranger oil company sit 533410 5 , 886 / d 27 % the houston exploration company sit 535119 5 , 045 / d 23 % it appears that the texas general land office transport volume is not properly included in sitara for may - see deal 535132 , which shows 0 as the expectted volume . texas glo has historically transported about 23 % of the gas at the n . padre is . block 883 l . once it starts flowing , the incremental 10 , 000 mmbtu / d should be allocated to the deals mentioned above based on the proportions shown above . george 713 . 571 . 9159 - - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 05 / 02 / 2001 01 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : vance l taylor / enron enronxgate on 05 / 02 / 2001 01 : 51 pm to : george weissman / hou / ect ect cc : subject : fw : npi 883 additional volume next week fyi , thanks , vlt - - - - - original message - - - - - from : sweeney , christy sent : wednesday , may 02 , 2001 10 : 56 am to : vance l taylor / hou / ect enron subject : npi 883 additional volume next week - - - - - - - - - - - - - - - - - - - - - - forwarded by christy sweeney / hou / ect on 05 / 02 / 2001 10 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - - billyoung 3 aol . com on 05 / 02 / 2001 10 : 16 : 43 am to : christine . marcus glo . state . tx . us , tjones spinexp . com cc : llipperdt houstonexp . com , patb cnrl . com , christy . sweeney enron . com subject : npi 883 additional volume next week christine - spinnaker expects to gradually increase the flow rate at npi 883 by 10 mmcfd mmcfd commencing next week .",ham
subject: meoh upset the earliest time production of meoh may begin is now sunday evening .,ham
"subject: on call notes friday 3 / 23 - received a page from silver in gas control at 8 : 00 pm regarding the gulf plains plant . they were cut into another pipeline ( tennessee ) , and wanted to overdeliver to us by 10 m for the night . larry zammit paged 8 : 05 pm , reiterated same . we agreed to take the additional volume for the remainder of the evening only . saturday 3 / 24 - 7 : 30 am , received page from lee in gas control regarding the gulf plains plant , apparently they felt that they may need to overdeliver for saturday ' s gas day as well . phoned larry zammit and spoke with him regarding the situation at the plant , he indicated that there may have been a miscommunication or misunderstanding at the plant . larry phoned the plant and made sure that they were on board to keep us balanced and not overdeliver to , or swing on , hpl . 2 : 00 pm - phoned lee in gas control to see how the pipeline was doing . he indicated that we were pretty tight , but would probably make it without utilizing any oba ' s . sunday - so . union requested 15 m beginning at 11 : 00 am . the pipeline was tight again , but gas control was okay .",ham
"subject: revised - - - - - - - kleberg plant outages in september - - - - - cornhusker correction - - - - - - - the first outage should be from 12 : 00 am to 12 : 00 pm . - - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 08 / 25 / 2000 03 : 13 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - mark mccoy 08 / 25 / 2000 03 : 08 pm to : daren j farmer / hou / ect ect , pat clynes / corp / enron enron , stacey neuweiler / hou / ect ect cc : subject : kleberg plant outages in september - - - - - cornhusker i spoke with michael mazowita / white pine energy , as he said the expected outages are as follows : august 31 st - september lst 12 hours 12 : 00 pm to 12 : 00 am no flow september 25 th - 31 st all days no flow",ham
"subject: revised nomination - june , 2000 daren , charlotte hawkins is having trouble confirming the volume of 5 , 733 with el paso . el paso will not confirm the volume that high . eog revised their nomination as follows : c / p name meter # orig nom rev nom eog res . 6296 5 , 733 2 , 300 will you approve revising the volume in unify down to 2 , 300 ? please advise . thanks . bob",ham
subject: re : gtsak iko http : / / szeb . loweredrates 4 u . com / 4 / index / apb / vhu,spam
"subject: deal 156071 feb 00 daren , this is one of the deals which you told me to zero out . unfortunately , i do not allocate pgev . also , sherlyn has actualized pgev and she has the support from the pipeline for the 1746918 volume . please let me know if i had missed something in our conversation . thanks thu",ham
"subject: re : valero ' s february gas nominations thank you very much . daren j farmer 01 / 31 / 2001 05 : 35 pm to : aimee lannou / hou / ect ect cc : subject : re : valero ' s february gas nominations i forgot to get with you this morning on this . i went ahead and changed the volume to 24 , 000 . d aimee lannou 01 / 31 / 2001 10 : 13 am to : daren j farmer / hou / ect ect cc : subject : re : valero ' s february gas nominations thanks . also , rohm & haas , meter 1506 , is looking for 24 . 000 for feb . instead of 27 . 000 . they take the swing . would you like me to change the deal or keep it as is ? daren j farmer 01 / 31 / 2001 08 : 13 am to : aimee lannou / hou / ect ect cc : subject : re : valero ' s february gas nominations you can change the tickets . thanks . d aimee lannou 01 / 31 / 2001 08 : 05 am to : daren j farmer / hou / ect ect cc : subject : valero ' s february gas nominations daren - i am looking for 5 . 000 / d at meter 1394 and 10 . 000 / d at meter 8018 for feb . currently it is 10 . 000 / d at 1394 and 5 . 000 / d at 8018 . can i change the tickets or will you ? attached is the confirmation spreadsheet from valero . thanks . aimee - - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 31 / 2001 07 : 54 am - - - - - - - - - - - - - - - - - - - - - - - - - - - on 01 / 30 / 2001 02 : 51 : 39 pm to : alannou enron . com , carlos . j . rodriguez enron . com cc : subject : valero ' s february gas nominations amy and carlos , please find attached valero ' s baseload natural gas nominations and designated swing supply quantities for february 1 - 31 for the houston and texas city refineries as well as valero ' s supply to the clearlake methanol plant . if you need to reach me please call me . dave phone : ( 210 ) 370 - 2799 cell phone at ( 210 ) 241 - 9180 pager ( 888 ) 691 - 5538 ( see attached file : hpl _ nomso 201 . xls ) - hpl _ nomso 201 . xls",ham
"subject: cute gals seeking love finally a place for the sexually - liberated find the love and romance you deserve ! http : / / responsiblefor . com / dclr . html if you got this message by mistake , or you do not wish to get messages from http : / / responsiblefor . com / dclr . html please click below : meteorology asparaguscordage asynchrony almanacdilettante infiltrate fraserpress behest yelppamela gop cactieveryone stallion amicablebarbiturate glycine downingn certitude inundatearpeggio santayana hidalgoget",spam
"subject: strong buy alert : monthly newsletter topstocks mid - week report alert : strong buy / watch issued on cwtd * * * braking end of market news announcement * * * * * wednesday may 19 , 6 : 14 pm et * * braking news ; wednesday may 19 , 6 : 14 pm et china world trade corp . signs agreement with huahao group to acquire 51 % of it ' s operating arm , new generation group . read below for more information or click here for full news release china world trade corp . symbol : cwtd otc . bb price $ 3 . 15 significant revenue growth in 2004 rating : strong buy this stock has ran to over $ 9 . 00 in the previous months and with all the recent activity along with future talks of china world making amex listing would make this a great time to take a closer look at the company ; cwtd . * recent company news tianhe , guangzhou , china - - ( market wire ) - - may 19 , 2004 - - china world trade corp is pleased to announce that it has signed an agreement with huahao group to acquire 51 % of its operating arm , new generation group . total consideration for the transaction is $ 11 , 475 , 000 , about 70 % payable in stock and the balance to be paid in cash . the audit of huahao is scheduled to be complete before july 15 , 2004 . it is expected that cwtd will consolidate the revenue of new generation group once the transaction has closed . the transaction is expected to close on or before july 30 , 2004 . the new generation group agreement marks another key component in the china world trade corporation ' s strategy to have the capability to provide to their members a more comprehensive value - added service - - all the members can book arrange all of their travel needs through the new generation group . of equal importance , new generation group recently deployed a toll - free number , which is very rare for china . while there were nearly 80 million internet users in china at the end of 2003 , there were over 250 million mobile phone users and hundreds of millions of more landlines . as a result , it is believed the phone is likely to remain the primary tool that chinese businessmen and consumers use to access information and make travel purchases for years to come - - especially last minute reservations ! about huahao group : established in october 1997 , huahao is the pioneer and one of the market leaders in the travel agency businesses through the operations of its 10 subsidiaries in southern china in ticketing sales for international and domestic flights as well as inbound business travel . the turnover of huahao was approximately us $ 180 million in 2003 and is expected to reach us $ 250 million in 2004 . huahao has already acquired the necessary licenses to operate as a ticketing and travel agent in the prc . these licenses include 26 licenses as a ticketing agent for international and domestic flights for both cargo and passengers issued by the civil aviation administration of china ( caac ) and the international air transport association ( iata ) ; and 3 licenses as a domestic and international travel agent issued by the administrative bureau of tourism of china . huahao has registered the trademark network travel service ( nts ) ( or in chinese zhong heng tian di ' ' meaning travel around the world ' ' ) for its brand name and logo in 36 out of 43 recognized industries in china . in addition , huahao has set up a call center to handle nationwide reservations . customers are able to make reservations of hotel and air ticket simply by dialing 4008168168 anywhere in the nation . about china world trade corp : china world trade corp . is devoted to the building of world trade brand in china . china world trade corp . a listed company on the ( otc bb : cwtd ) in the united states . cwtc business objective is to open and operate business clubs in the major cities of china in association with the world trade center association in order to position us as the platform to facilitate trade between china and the world market . we currently operate the guangzhou world trade center club consisting of over 4000 square meters . the beijing world trade center club , which is located at 2 nd floor , office tower ii , landmark towers beijing , 8 north dongsanhuan road , beijing prc , and consisting of 730 square meters . the china world trade corp executive office is located at 4 th floor , goldlion digital network center , 138 tiyu road east , tianhe , guangzhou , and the prc 510620 . * key company points here are a few simple reasons why one would own china world trade corp : china world trade corp signs agreement with huahao group to acquire 51 % of its operating arm , new generation group . total consideration for the transaction is $ 11 , 475 , 000 , about 70 % payable in stock and the balance in cash into the company . the audit of huahao is scheduled to be complete before july 15 th 2005 . the transaction is expected to close on or before july 30 , 2004 . it is expected that cwtd will consolidate the revenue of new generation group once the transaction has closed . projected revenue for 2004 will be over usd 200 million . new generation group recently deployed a nation wide toll free number in china : 4008168168 , which is very rare for china . while there were nearly 80 million internet users in china at the end of 2003 . there were over 250 million mobile phone users and hundreds of million of landlines . this is a one stop service numbers for all travel services for inbound and outbound services . disclaimer : information within this email contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goals , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as : projects , foresee , expects , estimates , believes , understands will , anticipates , or that by statements indicating certain actions may , could , or might occur . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . we advise all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice . topstocks and / or its officers and employees have been compensated 50 , 000 open trade shares by a third party for work involved in the preparation and production of this report in compliance with section 17 ( b ) , we disclose the holding of independently purchased shares of the company mentioned prior to the publication of this report . . be aware of an inherent conflict of interest resulting from such holdings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . short term trading targets are only guesses on our part . keep in mind that when trading small stocks like the company above there is a chance you will lose every penny you invest . furthermore there have been times in the past when the company itself tells lies , gives false information and puts out false news . this email is for entertainment purposes only . this is not investment advice . we suggest you check with an investment professional before investing any stocks or mutual funds .",spam
"subject: this is b 3 tt 3 r th 3 n viagr 4 dear valued customer , today you are about to learn about the future . the future in prescriptlon buying . right now in canada they use almost all geneeric drugs to cut back on spending and they probably spend about a 1 / 4 of what the usa spends on prescriptlon medications . today is your chance to get in on these s 4 vings",spam
"subject: 9 th noms - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 08 / 2000 02 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit reliantenergy . com on 02 / 08 / 2000 12 : 23 : 23 pm to : "" ami chokshi "" cc : subject : 9 th noms ( see attached file : egmnom - feb . xls ) - egmnom - feb . xls",ham
subject: perform your best in bed generic cialis soft tabs is the new impotence treatment drug that everyone is talking about . it has benefits over viagra and other ed treatment solutions . - can mix with alcohol with no side effects - will not make you dizzy or blur your vision - works in 15 min compared to 75 min for viagra - lasts 36 hours compared to 2 hours for viagra view it here : http : / / dumfounds . com / cs / ? bonsay to stop : http : / / dumfounds . com / rm . php ? bonsay,spam
"subject: fw : slutty lady dvd quality movies ! rise and shine ! good lucking woman pics a characetr is a copeemltly fashioend will . nakemiin q , w",spam
"subject: fixed rate at 3 . 25 hello , we tried contacting you awhile ago about your low interest mortage rate . you have qualified for the lowest rate in years . you could get over $ 300 , 000 for as little as $ 600 a month ! bad credit ? doesn ' t matter , low rates are fixed no matter what ! to consult the mortage broker click below : best regards , dwight",spam
"subject: copanos changes for the 4 th - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 04 / 04 / 2000 09 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit reliantenergy . com on 04 / 04 / 2000 08 : 54 : 50 am to : "" ami chokshi "" cc : subject : copanos changes for the 4 th ( see attached file : hpl - apr . xls ) - hpl - apr . xls",ham
